i had 9 rounds over 35 weeks two years ago it saved my life i have some trouble recalling words i need when im anxious but other than that i have no negative effects without ect i wouldnt be able to be at university now as bipolar had effected my cognitive ability badly - ect reversed that i will definitely go back for more if i go downhill again research shows that ect has an 80% success rate; that is 80% of patients show significant improvement ultimately it is your decision dont be pushed one way or another only you can decide,0
no but i have seriously thought about having it i dont know maybe desperation have discussed it with the psychiatrist off and ondo not know,0
yes i do and its terrifying know matter how i try to explain they see from clear glass mine is cloudy!,0
michelle osullivan yes i just started it in july we are moving very slowly and it takes a lot of getting used to she was the one who suggested i ask my brother to check in on me once in a while but i went about it all the wrong ways and got too emotional then when he told me that he wouldnt tell me what he wanted to say to her i got uncomfortable like i was going to be thrown under the bus and then he got angry and just bit my head off,0
he just upped my anti-depressant last week they arent upping my lithium because the salt makes me constantly thirsty and i am a heart patient and have a fluid restriction ive tried every other drug and theyre either bad for my heart or they have horrible side effects the therapy im learning is supposed to help with bpd but they said it will be really hard and take a lot of time to change my behavior,0
yes ive been seeing psychiatrists for nearly 30 years first just depression then cyclothymia then bipolar and anxiety then bpd,1
my mom is one person who sets me off when im agitated i cant take being around her and even when i tell her im agitated and we should talk another time shell push until i snap and then make me feel guilty about it,0
a family session can be helpful you need to be ready for that though having a family session may allow for them to gain an improved understanding of your symptoms and moods this may also allow for you tho better understand what they are having difficulty with i relating to you not as one weigh mi rather as the family you are you are working already ight sounds like on insight sand awareness keep at it try not tho be discouraged by the actions of other ultimately we are responsible for our own happiness i struggle to with relationships so i appreciate what you are dealing with good luck,0
yes iam like this at times but they seem to wind us up too its not all what we say  but i am careful at times how i speak or i dont speak at all thats easier lol  try and think before we speak but i know when we get stressed its hard and all sorts come tumbling out  stay strong,0
my brother sent me one: do not disturb im disturbed enough already,0
when i told a former employer about my bipolar i felt like he was always nervous that i might fly into a rage at anytime im not even the angry kind of bipolar; im really just the sad kind but since that job ive learned to keep it to myself ive said that ive had a bad cold if i was too depressed to work,0
the only problem i have is when im randomly put on a grave yard shift that means i cant take my meds as they make me so tired i have 2 kids and cant just catch up on my sleep and end up with anxiety and not being able to sleep from not taking my meds being able to have a stable and normal shift all week makes my week 100x better than it would have if all shifts were different and there were random graves,1
my job is just crazy you basically do 5 jobs in one and we put peoples lives on the line so we have to be 100% on our game its just really hard for my brain to bounce from position to position in the same day i feel like i cant keep up and then i get anxious and start talking crap and saying things i dont really mean im just saying them to try to calm down,0
at least you people are on meds i am without its a struggle everyday for me not wanting to live cz i get into these crazy ass episodes and its hard to control but its easy for people that dont have this issue to tell me to fking snap out of it ,0
im a *itch 24/7 and i am not on medication because i have no fking medical insurance for my bipolar depression and anxiety so i have too deal with it myself and people around me i cant stand who i am but i feel stuck like you and hopeless,0
no i am the same way sometimes i cant afford to get my meds refilled and i go off the deep end i feel so bad and my body feels so horable it is not your fault so dont worry just do the best you can,0
no  you are not the only one that suffers from the withdrawals of these damn pills  i too become a totally different person  call this complicated  hard to deal with  very easily annoyed that is created by these big pharmaceutical companies and their man made so called medication when my friends see the slightest bit of my alter ego coming out is when along with the change of myself is when my name changes as well  i then become evilalina  funny yet sad !! dealing with the aftermath of evilalina sometimes puts me into a deeper depressing state of mind i am not this irritate person i transform into which one one the main reason why i choose to medicate myself by medical marijuana  i have also knocked out 3 of my daily pills  since evilalina rarely makes her presence known,0
im awful at remembering to take mine i miss one day and im a mess i miss two and i am completely unable to function anxiety induced rage is so awful,0
im going through this now i bitch myself out and tons of negative self talk because i cant shake the guilt im a miserable person to be around even skipping one or two days id like to think that meds arent helping since i still struggle plenty on them but its when i miss a dose or two that i realize theyre a life saver i wouldnt function very long in a med free state of mind as it is i try to limit my interactions as much as possible so as to limit the stimuli that i will dwell on and beat myself up over i know your struggle all too well,0
no not alone i too have felt the guilt of my non-medicated self i have to stay on meds no skipping,0
no you are not alone if my meds are not properly regulated i have blinding rage outbursts i am cranky & bitchy everything gets on my nerves i yell like a banshee it is horrible you have to stay on top of the meds,1
i def think its way too much but you have to know your own body and by the fact yiur asking you must think so i would talk to my dr and if he wont adjust to your wants then get another we are here to live lofe not be tied and chained to meds and drs! i understand about the sleeping when i got off my meds 2 years ago that was my fear buti researched and tried other thibgs and i now sleep 5-7 hrs a night w nothing! its a daily task but i fewl so much better without all those meds their side effects and staying stressed having to remember to take them throughout the day now life is enjoyable im not just going thru the motions good luck ❤️,0
i too take seroquel it has done wonders for my sleep cycle and i now get the sleep i need i also take a high dose of effexor (antidepressant) and buspar (for anxiety) this combination works well for me and this came to from years of trying other meds that didnt have the desired results i suffer from bipolar 2 severe depression and anxiety the amount of medication seems excessive but maybe you can eliminate some if they arent helping you im not a dr though so make sure you stop and start your meds with drs guidance good luck to you and i hope this helps wishing you peace and happiness,1
its always hard getting a proper diagnosis often there are those who have more than one diagnosis my kids have adhd bipolar with sczophernic tendiciesi myself am bipolar anxiety and ptsd insomnia so i do take a lot of pills i like u have a lot of physical conditions as well for which i take meds the important thing is to let each doctor know what you are taking also be proactive know medicine side effects read up on them it gets confusing but the more u knw about them the more its helps,1
its really just a matter of opinion my therapist today said that theres two sides to depression how you think and the imbalance ive been on seroquel for 8 years and due to insomnia i too only get 2-4 hours of sleep without it which is the leading cause of my issues (depression phobia related anxiety add gad) his way of putting it is that the prescription helps you put on a different pair of glasses until you can handle the sun again on your own i really liked that,1
megan ur medication is more important that u take ur pills they will help u stay strong its not anything more important than taking my pilp i go manic offend and its a struggle for me when im like that i get so depressed that i dont come out of my room for day other then going to the bathroom please thqt u medication,0
i was told to do this and it does work but here is a technique that at psychotherapist should advise you on for it to work i and a fear of dying but it got me through a c-section and i was allowed to keep the band on x,1
what i hate its like holding your breath for the worst to happen while your body is acting crazy giving you danger signals  then the feeling never passes it stays with you horrible torture tormented,0
stress ball maybe,0
you know whats been helping me? a fidget cube it fits in my hand and ive been actually falling asleep with it because thats when my anxiety is the worst idk about the band thing ive never heard of it but im just letting you know the cube helps me especially if you are concerned about self harm,0
its where you put an elastic band (like a rubber band or hair tie) on your wrist and when you start to feel anxious/nervous (or any other bad habit/emotion) you snap the band against your wrist it didnt work for me because i have an extremely high pain tolerance,1
being a partner to someone who has a mental illness must be so hard but the things you describe are true and honest triggers for me its never an excuse its a monster living in his head ive been in relationships where i was treated bad because of my bipolar and anxiety now im married to the most calm and loving man that never makes me feel worse when im having an episode or being triggered by something that seems "ridiculous" im not trying to be shitty but just because you work in mental health doesnt mean youre equipped to live with it at home he just needs your love and acceptance not blame and anger,0
cant you put the animals in crates and close the bedroom door so you guys could sleep together? i know crate training takes time but in the end you will both come to find out the less the animals disturb your sleep the better you both feel,1
firstly you are definately entitled to vent and i can imagine it would be extremely difficult to be in that situation its not fair that you are working so hard and losing sleep and are clearly struggling because youre exhausted can you make different arangements for the animals to sleep maybe in another room or something or maybe you could try a different sleeping arangement i think it would be a good idea to see a psychologist or consellor for yourself as well and try talking to him about how everything is affecting you maybe you could go back to the doctor or a counsellor together to try to find a way to make things work better its great that he has made improvements though,1
has he tried therapy by chance? therapy drained me and i ended up dropping out i was in group therapy but i also have ptsd and severe anxiety along with bp i couldnt take on hearing others traumatic situations anymore it did teach me coping skills and renewed coping skills id forgot i had tho ive never used my illness as an excuse to act out wrongly unfortunately i do still get flustered from time to time and have outbursts (usually over the smallest things) before i can help myself but i try and stop it as soon as i realize it and i own up to it i admit i was wrong and apologize for me its about being very vigilant of myself at all times especially since i dont do pharmaceuticals perhaps therapy and learning such skills could benefit him? im sure he doesnt mean to be that wayits just as exhausting for him as well believe it or not wishing you strength and courage in working thru this ,1
its not fair to resort to "leave him then" all relationships take work and dedication through everything hardships included throw a mental illness into the mix and it gets difficult to the max my husband and i both suffer from mental illness and its an almost daily struggle to not lose our shit but we love each other we are dedicated to each other there are times when it feels like he doesnt understand my predicament and theres times i act like i dont understand his but at the end of the day (or week) our love prevails dont give up and just "leave" when theres enough love and dedication to survive through the storm its not easy but nothing worth having ever is,0
my wife left me about 9 months ago after a 8 year relationship decided to jist pack up and leave on christmas without warning because she couldnt deal with my anxiety and depression it still hurts me but it will get better you have to believe hang in there,1
i have mental illness bipolar bpd ptsd anxiety etc etc and my last girlfriend and i were only together for 3 years she also has bipolar some days were a mess but we loved each other increibly deeply and i loved every min we were together sadly loving someone isnt always enough to save a relationship from ending mental illness doesnt make a person less dateable but it can definitely add challenges <3 have a wonderful weekend peeps !!,0
yah i would coz they might struggle at times but its worth while in the end if you love them then there "illness" shouldnt matter,0
wow i cant even read anymore how insulted i feel reading some of these comments of people so vehemently rejecting those with mental illness wow thank god i found someone who loves me and isnt afraid of me! damn! utterly disappointed in the overall negative view,0
i myself have a mental illness both of my parents have a mental illness i know my fathers mother had several mental illnesses i was married to a man with bipolar and mild schizophrenia my current husband has anxiety but i couldnt go through a spouse with bipolar again even though i have it myself,1
hurtful questionn alot of insensitive comments its not like we can help it so on top of hereditary mental health issuesi have to be forever single? that works wonders on depression n anxiety thanks :(,1
people with mental illness are jus like the next person they jus have to take medicine i have bipolar disorder and anxiety a person learns to cope and people learn to be with them or give up on them,1
yes i can see no reason why not mental illness doesnt equate to danger or misery being an arsehole on the other hand will gauruntee misery,1
of course in fact id rather be i worry about being with someone neurotypical who will either take advantage of me or end up resenting me because they dont understand,0
my boyfriend has bipolar anxiety and anger issues so yes,1
noi suffer from anxietyand clinical depressioni live with itand it would very hard to be involved with someone who has same problem,0
i am in a relationship with my same sex partner which suffers from bipolar myself with depression and anxiety disorder its extremely tedious 90% of the time with the unpredictability of his emotions and my anxiety having a blast off that,1
as somebody with a lot of mental problems of course i would it can be difficult sometimes and it can sometimes be stressful but i believe that if you truly love that person an illness shouldnt stop that,0
shame i thought id married someone kind and gentle but after working non stop ending up taking coke to keep me going i was banned from my house my buisness ended up in jail my choice to try and get help the only one to stand by me was my daughter and she is only 12years old its hurts more than any thing yes i have depression and anxiety but i hid it well broken hearted is a understatement but if i can help anyone going thru the same i would,1
my husband has mental problemsthru no fault of his ownbeen a struggle but we are getting through it day at time ❤,0
i was married to a paranoid schizophrenic unfortunately didnt work out cause were both ill but still great friends,1
my boyfriend and i both struggle with mental illness so when one is down and struggling the other who knows all too well how hard it can be and is the support system i have cptsd and he is agoraphobic with severe anxiety so theyre both very different but we know we can always get through to the other side together,0
well my wife is married to one (i suffer with depression anxiety and probably some other stuff) so id be hypocritical to say no,1
married one had a baby he left it got 100% worse once baby arrived being with someone with a mental illness is incredibly stressful and draining waking up and being on eggshells every day/hour not knowing what mood they will be in is very challenging especially a person who is not willing to accept their diagnosis and will not accept help,0
yes because i suffer from depression/anxiety disorder if i dated anyone "normal" (whatever the hell that is) id be bored,1
doesnt sound like its worth sticking around you need someone one who loves you for who you are what you go through and how hard it is to function im in the same boat with you and am at the point where id be better off alone just havent figured out how to be brave enough to do 8 no love no compassion no empathy i already feel like im living by myself just with a stranger in the house im lonely and scared good luck to you and god!!,0
i guess i would if they could talk about it but myself i dont think im ready for one i tried earlier in the year but her attitude to things didnt help i never told her about my own issues but she belittled other peoples that i just never went back to see her i still have a lot of pain from a long term relationship break up she was unfaithful and untruthful accused me of doing what she was actually doing i couldnt go out alone so i always took one of her kids with me they would tell me she asked if i spoke to any ladies while we was out if i went out with friends and she didnt come next day she would be checking pics on the venue or their fb accounts if she didnt see me i was accused of meeting someone and using the friends as excuse (it was what she was doing)! i guess i still have feelings for her even thought shes drove me down into deep depressive state and im now showing symptoms of social anxiety disorder and paranoia would i want to be with someone like it? im really not sure the normal me is non judgemental compassionate understanding and empathic but the current me is struggling with my own issues im not sure i could cope with another with similar or worse issues!,0
i have bipolar and my husband has severe anxiety we celebrated our 13th wedding anniversary two days ago,1
not everyone is capable of handling the stress of being with someone with a mental illness and thats okay its better to know your limits then put you and the other person in a situation neither can handle it may seem shallow to you nick kemp but its more about being realistic in what you can handle,0
my husband has bad anxiety and is seriously insecure and he also has depression but hes still an amazing husband and father hes kind and funny and sweet and loving and compassionate he never lets me go a day without making sure i know he loves me,0
lovely and in prision for what ???? i suffer with depression anxiety but it dont make me do bad things to end up in jail and cry i hav mental illness,1
i believe it i am 4 years older than my gf and before she was "of age" her mom constantly threatened to get me arrested if i did anything she did not like,1
would depend on what and how badif she were uncontrollably violent may not but to an extent dont we all have some mental illness in us??,1
if you are at all wondering if you should go to the er you probably should its scary and ive done it i have bipolar ii as well and anxiety disorder ive been in behavioural units and youre right a lot of times its hard to even get in i hope you feel better i understand ask yourself if you feel safe if you dont go to the er theyve always treated me so well there,0
make a list!! its so helpful! and no worries on forgetting see them more than once!!!!,0
i worry about what others think as well,0
always make a list that way you wont forget in fact my partner has a meds review tomorrow and i have already written down two questions i need to ask if you struggle to talk take someone whom you can talk to and get them to speak on your behalf i have spoken on my partners behalf for 6 years she expects me to do the right thing by her and that is what i do good luck,0
my anxiety fuels my agitation and rage and that fuels my anxiety it doesnt end just be very honest,1
write everything down you need to tell him this is important for your nerves will make you forget somethings ive done it a lot and the doc needs to hear as much as you can tell him to help you to me remembering im not a doc you have more than depression but thats why you need to write it down a list the list will make you not so scared too,0
yes!!!! write it down make notes talk with the psychiatrist please know it is not a one & done situation you talk to the psy then they assess and there is follow-up please push yourself be sure to share what you need if you find you have forgotten something write it down for the next time you said your "doctor" diagnosed you? if you mean your normal primary care physician they are not qualified to make such a diagnosis and i sincerely hope he is not prescribing meds for the conditions without therapist or psychiatrist input i suffer from both anxiety & depression and was that same person that you describe above please consider seeing a therapist/counselor as well as the psychiatrist this way you get treatment and medication if you need it,1
hey thereyou will do great! i was terrified too and i did make some notes to bring with me but for my assessment they basically went through my history from when i started having trouble so you could make some notes on that esp if youre anxious but in my experience they are very understanding and make you feel at ease you will definitely feel better afterward and they can figure out if your diagnosis is accurate they can also help you learn to control the urges when you understand where they are coming from remember the beginning is the scariest part and youve worked for this appointment youll do fine!!,0
yep! my bf says he only gets 2 good weeks with me the other 2 weeks im an irritable angry bitch sometimes ,0
i have depression and anxiety and it ruined my life,1
yes but you may have pmdd id call your gynecologist or if you dont have one set up an appointment and have him/her diagnose you i have pmdd and bipolar add and anxiety and i get so much worse like you do whenever its time for my period,1
omg my periods used to be a nightmare i was an angry anxious emotional mess until i got the mirena iud it took about 6 months and then my periods stopped and i only have a little spotting sometimes its works by keeping the blood from lining in your uterus the best part is it only releases hormones into your uterus and not thru your bloodstream i used to become suicidal on any other birth control i also tried the copper iud but it made me bleed so bad they had to take it out at the er,1
i have anxiety and depression and i get very moody a week prior,1
i dont have bipolar or bpd but i have add anxiety and depression that im being treated for i used to have that same problem with my cycle that you described it was finally diagnosed as premenstrual dysphoria i was eventually diagnosed with polycystic ovarian syndrome (a very common reproductive disorder in women 1 in 10 have it many do not know about it) i was put on medication to treat the pcos and the premenstrual dysphoria pretty much went away if you havent been checked for pcos or other female reproductive problems you might want to look into those i include information about premenstrual dysphoria: ,1
that could be a horror movie!,0
it would be a horror film,0
that would be horrifying i rarely have nice dreams almost always nightmares the higher my stress levels are the more intense and real they seem,0
we would all be very disturbed by what we found,1
i have bipolar depression and anxiety no medication & no fking insurance ,1
anxiety or bipolar dis me ,0
i stress reading this ,0
thanks for starting this thread i am constantly sexually frustrated as i am committed to my partner who says that i am obsessed by sex so im not going to act out but feel like im burning inside sometimes for weeks i hadnt considered it could be symptomatic thanks for sharing all,0
try autism ptsd anxiety bipolar i think ill die twenty years before i should :(,1
yes maybe im manic a little more than others who are bipolar 2 but this has been a long generated problem since before my diagnosis depression and anxiety came long before bipolar 2 i dont really prefer what type of sex it is but there has to be intercourse or its just more depressing and angering 99% of the time if i want someone ill pursue them and im eerily persuasive my sex habits have been nearly deadly but thank god to this day nothing has ever happened or came up positive,0
obsessive behavior and no restraint is fairly common distraction and channeling your feelings into writing art etc might help its just the way your brain chemistry works there is no need to be ashamed just explore and try to understand how you work ,1
my onset was 15 with no adult helping me seek help i was diagnosed bipolar at 25 but not on meds that helped the highs until i was 33 they made me so numb and i took them for 2 yrs i hated the numb but it helped me see what i was doing to myself having sex with strangers was exciting in the moment but left me empty for weeks after the meds completely took away my sex drive and i started valuing my other qualities not just my sexuality im off meds now and i feel a healthier sense of self now then before everyday is a new struggle but im happy to at least feel more in control of my sexuality,1
i have hypersexuality its been a bit better with my pregabalin prescription it takes the edge off for me i go through phases of having a fairly normalish sex drive ( once a day ) which i class as  wanting  and then other phases which my sex drive is absurd  needing  it a few times a day if it dont get it at either stage i get angry upset i watch a lot of porn then i have the rough sex part of it i like being abused in the bedroom but according to the doctor thats a separate issue i have an emotionally damaging childhood the rough of it makes me feel relieved and less tense i guess everyone is different,0
very brave to raise this symptom and for everyone who has posted comments of support its a very real and sometimes very destructive symptom of bipolar and there should be no shame discussing it to everyone here that has shared their experience off it i completely understand and relate to all those who are appalled by the subject and felt the need to comment negatively why not just scroll past if its not relevant to you some of us already feel bad enough for having symptoms we cant control your disgust in the subject is dangerous to those struggling to understand x x,0
im pretty sure your in a manic stage when i was manic i looked at everyone and thought they want me im a christian and i felt so guilty about my thoughts it was my chemicals a brain is an amazing thing just look what humans can do but with that said we are full of our own chemicals so when your chemicals are off in your brain our thoughts are distorted my advice is call your doctor and talk to them god bless im stable now and only want sex with my husband ( i still love sex!!),0
i had no idea this was part of my condition no dr or therapist ever mentioned it they always mention drugs or alcohol but never sex so i was embarrassed to say anything about it thanks to everyone who was open to help others,0
i met a guy 16 years agohe introduced me to bdsm i never looked back ive been on just about all the bp meds nothing helped so i tried to just go with it theres no shame when i stopped trying to live up to societys expectations and met my own needs i felt better i dont care what anyone thinks about my life choices either i stopped trying to hide shit fight and "fix" the way my brain works and embraced it,0
peopletheres a huge difference between a dominant partner and an asshat if they dont make you feel good its wrong if they hurt you and dont stop when promptedthats wrong a true dom wants his sub to be happy and secure there should be no real fear and never let another person hold your freedom that is super wrong,0
i went through about 12 years wanting sex of all kinds thats when i found out i was bi sexual and i went crazy having sex with folk guys and chicks (mainly chicks of course) but since xmas this year ive done it like 3 times its all kinda worn off now which is a shame i miss iti think about it but my fella doesnt wake up,0
i ha e borderline personality disorder and i am a recovering drug addict but the one thing that i continually obsess about is sex constantly especially if its been awhile or it wasnt satisfyingi could spend hours in bed with a woman and some women cant keep up with me the obsession of addiction is always a part of a lot of mental disorder symptoms i amd definitely hyper sexual ive talked to my therapist about it and the only thing she says is that i should find someone who is just as hypersexual as me,0
i have bipolar and my ex girlfriend also had bipolar and she was like this she was a great girlfriend but she wasnt able to be faithful for a second she loved me i have no doubts of it we talked about it a lot but she literally had no control over her sex drive and also one of the possible symptoms of bipolar is inappropriate sexual conduct which i myself am guilty of too at times same as reckless driving for me on my motorcycle it makes me feel moire alive if u know what i mean all u can do is just do what u have been doing and try not to act on it if u can help it and be careful u dont catch a std other than that a little bit of fun never killed anyone =p,1
you know what else sucks? (pun intended) always looking at someone on the street and staring at their package it doesnt matter if its male or female i always look its horrible my husband calls me a meat gazer and laughs about it but its crazy so shaun clark i can totally relate,0
sueanna arnold-folsom nothing wrong with masturbation its normal and relieves stress,0
i work in mental health nurse a common side effect is hypersexuality it nowt b ashamed off n its great you talk about it as we encourage this so u dont feel alone acting on your urges in positive way is great but should never feel guilty there r medication if u feel its over powering to a point its a taking over ya mental health please do talk to ya consultant they will n do understand and a lot of people suffer u arent alone xx,0
when i am in mania mood i cant get enough i actually had multiple affairs that i am not proud of and it caused a divorce i could not control it after i did it i felt so guilty i would cry and just lay in bed depressed,0
anadrolyesthe anabolic steroiddid wonders for me aside from building lean muscle and cutting the fat in the waist areagoing on the 8 week of hard training and taking anadroli masturbated or had sex once a day after going off anadrol and while my body started producing testosterone againi kinda found a safe and centered spot where i neither had erectile disfunctionor overkill sex drive again im on lyricalorazepamezoloft and onzapineborderline bipolar and a petsistent anxious depression patient these meds(hello pfizer) do it for meso there,1
but nobody ever talks about hypersexuality as a symptom mostly out of shame,0
when im bad i can masturbate up to 8 times a day and the more i cum the more shame i feel to the point im just depressed like when im in a healthy state of mind its once or twice a day but hypersexuality can be rough luckily the meds im on stave off a lot of those pesky side effects otherwise id be staring at asses and crotches all day unable to think about anything but whats under the clothes,0
horrible it is i could really do with one now but i cant and im getting annoyed with my self,0
